scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,objectA,objectA
coords,x,y,x,y,x,y,x,y
labeled-data\c_13817_391\img0040.png,243.30851729212648,380.82240092505,439.75548460002096,382.1679280983917,302.5117129191632,503.2653736991486,,
labeled-data\c_13817_391\img0063.png,444.8175823286674,481.22311675701917,664.4858402783398,463.8236507808075,527.4650457156729,596.4945788494215,,
labeled-data\c_13817_391\img0448.png,326.73120203931455,234.1599390308,504.34078892042464,275.87128140439404,317.31251182592234,314.89156943130456,,
labeled-data\c_13817_391\img0507.png,294.43854987911277,226.08677599074952,498.9586802270577,290.6720803111532,302.5117129191632,355.2573846315569,,
labeled-data\c_13817_391\img0769.png,251.38168033217696,313.5460422579628,468.0115552401976,347.1842215915064,287.71091401240403,422.533743298644,,
labeled-data\c_13817_391\img0783.png,255.41826185220216,305.4728792179124,455.9018106801219,337.7655313781142,283.67433249237877,417.151634605277,,
labeled-data\c_13817_391\img0821.png,250.03615315883522,302.7818248712289,528.560278040576,273.18022705771057,348.25963681278245,363.33054767160735,,
labeled-data\c_13817_391\img1130.png,176.0321586250394,308.1639335645959,223.12560969200038,367.36712919163256,97.99158257121829,454.82639545884587,,
labeled-data\c_13817_391\img1520.png,328.07672921265635,266.45259119100183,521.8326421738673,312.2005150846211,349.60516398612424,367.36712919163256,,
labeled-data\c_13817_391\img1588.png,363.0604357195416,243.5786292441922,516.4505334805003,293.3631346578367,345.568582466099,341.80211289813946,,
labeled-data\c_13817_391\img1715.png,301.1661857458215,153.42830863029542,372.4791259329338,169.57463471039637,241.96299011878475,215.32255860401563,87.22736518448434,540.9401345527174
labeled-data\c_13817_391\img1800.png,161.23135971828017,161.50147167034595,297.12960422579624,300.0907705245454,122.21107169136965,316.23709660464635,63.007876064332976,557.0864606328183
labeled-data\c_13817_391\img1814.png,126.24765321139486,235.50546620414178,324.0401476926311,333.728949858089,157.19477819825497,388.89556396510045,61.66234889099124,554.3954062861349
labeled-data\c_13817_391\img1988.png,208.32481078524117,156.1193629769789,410.15388678650265,223.39572164406604,232.54429990539253,265.1070640176601,25.333115210764163,475.00930305897197
labeled-data\c_13817_391\img2111.png,112.79238147797744,195.13965100388953,364.4059628928834,201.86728687059815,181.41426731840633,301.43629769788714,142.3939792914958,485.7735204457059
