scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3
coords,x,y,x,y,x,y
labeled-data\camera-2-train_01\img000.png,597.8747592071218,352.15618766456555,501.5804048739898,412.34015912277306,349.4790951887019,341.2136473994369
labeled-data\camera-2-train_01\img038.png,598.5153095827018,347.41770297842265,509.1603495343722,405.17151861941613,362.05157384504906,344.14861907421545
labeled-data\camera-2-train_01\img046.png,600.6946988521732,347.41770297842265,506.9809602649007,410.61999179309475,347.88554359348467,340.87953517000824
labeled-data\camera-2-train_01\img054.png,593.0668364090232,343.0589244394797,502.6221817259578,410.61999179309475,365.32065774925627,339.78984053527256
labeled-data\camera-2-train_01\img059.png,601.7843934869089,349.59709224789407,506.9809602649007,407.3509078888876,363.1412684797848,345.2383137089512
labeled-data\camera-2-train_01\img071.png,598.5153095827018,343.0589244394797,510.25004416910787,416.0684649667734,355.5134060366347,339.78984053527256
labeled-data\camera-2-train_01\img099.png,596.3359203132303,347.41770297842265,512.4294334385794,414.9787703320377,353.3340167671633,346.32800834368686
labeled-data\camera-2-train_01\img170.png,600.6946988521732,348.50739761315833,505.8912656301649,408.4406025236233,357.6927953061062,339.78984053527256
