STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,06-Nov-2019
Time,8:39
Box Index,1
ExptType,0
SessionRecord,12

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,94
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
266,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1,2)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
140,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
ImageIndex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,
W5,4,4,4,0,0,4,4,0,4,0,0,0,4,4,4,0,0,0,0,4,0,0,4,0,4,0,4,0,4,4,0,4,4,4,0,0,0,0,4,4,4,0,4,4,4,4,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,0,4,4,0,4,0,0,4,4,4,4,4,0,4,4,0,0,4,0,4,0,0,4,0,4,0,4,4,0,4,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,4,0,4,4,4,4,0,0,0,4,0,4,0,4,4,4,4,4,0,
ImageIndex,29,29,29,0,0,29,27,0,30,0,0,0,27,29,29,0,0,0,0,30,0,0,27,0,28,0,28,0,28,29,0,27,28,27,0,0,0,0,27,30,28,0,27,30,30,30,0,28,0,0,0,29,30,29,27,29,27,28,28,29,28,30,28,30,28,29,30,27,0,30,0,27,28,29,0,28,0,29,27,0,27,0,0,30,27,29,30,27,0,29,28,0,0,27,0,27,0,0,30,0,30,0,29,28,0,29,0,0,0,0,0,28,0,0,30,0,28,0,0,0,0,30,0,30,30,29,28,0,0,0,27,0,30,0,29,28,28,27,27,0,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,2,2,0,0,2,2,0,2,0,0,0,2,2,2,0,0,0,0,2,0,0,2,0,2,0,2,0,2,2,0,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,0,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,0,0,2,0,2,0,2,2,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,2,2,2,0,0,0,2,0,2,0,2,2,2,2,2,0,
ImageTableEnd

ToneList,13
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
T1Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T1TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T1TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T1Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T1Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T1Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T1Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (11),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Count :-,Entry,Exit,
0,0,10,0,1003,1372,1372,1426,0,2,1,0,0,0,0,0,0,0,1426,1526,0,1,1526,1529,
1,0,9,1,1532,4939,4939,5000,0,0,0,1,0,0,0,0,0,0,5000,5100,0,1,5100,5146,
2,0,10,2,5149,8027,8027,8059,0,2,1,0,0,0,0,0,0,0,8059,8159,0,1,8159,8170,
3,0,13,3,8173,10068,10068,10424,0,4,0,1,0,0,0,0,0,0,10424,10524,0,1,10524,10547,
4,1,13,4,10550,12876,12876,12904,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,0,9,5,13257,13412,13412,13561,0,6,0,1,0,0,0,0,0,0,13561,13661,0,1,13661,13689,
6,0,3,6,13692,15744,15744,15890,0,2,0,1,0,0,0,0,0,0,15890,15990,0,1,15990,16003,
7,0,13,7,16006,17861,17861,17907,0,2,0,1,0,0,0,0,0,0,17907,18007,0,1,18007,18036,
8,0,8,8,18039,19736,19736,19831,0,6,1,0,0,0,0,0,0,0,19831,19931,0,1,19931,19958,
9,0,12,9,19961,21660,21660,21688,0,0,1,0,0,0,0,0,0,0,21688,21788,0,1,21788,21827,
10,1,13,10,21830,24005,24005,24015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0,1,11,24368,24936,24936,25039,0,2,0,1,0,0,0,0,0,0,25039,25139,0,1,25139,25178,
12,0,4,12,25181,27339,27339,27441,0,6,1,0,0,0,0,0,0,0,27441,27541,0,1,27541,27593,
13,0,10,13,27596,29748,29748,29891,0,0,1,0,0,0,0,0,0,0,29891,29991,0,1,29991,30005,
14,0,10,14,30008,32614,32614,32671,0,0,1,0,0,0,0,0,0,0,32671,32771,0,1,32771,32788,
15,0,1,15,32791,34871,34871,35027,0,2,0,1,0,0,0,0,0,0,35027,35127,0,1,35127,35150,
16,0,1,16,35153,36794,36794,37625,0,12,0,1,0,0,0,0,0,0,37625,37725,0,1,37725,37744,
17,0,6,17,37747,39858,39858,39960,0,4,1,0,0,0,0,0,0,0,39960,40060,0,1,40060,40080,
18,1,7,18,40083,42059,42059,42109,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,0,8,19,42462,42751,42751,42876,0,6,1,0,0,0,0,0,0,0,42876,42976,0,1,42976,42981,
20,0,12,20,42984,44940,44940,44980,0,0,1,0,0,0,0,0,0,0,44980,45080,0,1,45080,45095,
21,0,13,21,45098,47109,47109,47474,0,4,0,1,0,0,0,0,0,0,47474,47574,0,1,47574,47624,
22,1,3,22,47627,49507,49507,49614,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,0,1,23,49967,49989,49989,50040,0,4,0,1,0,0,0,0,0,0,50040,50140,0,1,50140,50179,
24,0,5,24,50182,52381,52381,52414,0,0,0,1,0,0,0,0,0,0,52414,52514,0,1,52514,52555,
25,0,6,25,52558,54734,54734,54820,0,0,1,0,0,0,0,0,0,0,54820,54920,1,0,0,0,
26,2,5,26,54923,57257,57257,58257,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,0,6,27,58260,58432,58432,58495,0,0,1,0,0,0,0,0,0,0,58495,58595,0,1,58595,58601,
28,1,5,28,58604,60692,60692,61272,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,0,9,29,61625,61687,61687,61739,0,2,0,1,0,0,0,0,0,0,61739,61839,0,1,61839,61847,
30,1,7,30,61850,64208,64208,64675,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,0,4,31,65028,65031,65031,65126,0,4,1,0,0,0,0,0,0,0,65126,65226,0,1,65226,65246,
32,0,2,32,65249,67424,67424,67551,0,4,1,0,0,0,0,0,0,0,67551,67651,0,1,67651,67671,
33,0,4,33,67674,69937,69937,70019,0,2,1,0,0,0,0,0,0,0,70019,70119,0,1,70119,70133,
34,0,0,34,70136,72022,72022,72109,0,4,1,0,0,0,0,0,0,0,72109,72209,0,1,72209,72216,
35,0,12,35,72219,74482,74482,74603,0,2,1,0,0,0,0,0,0,0,74603,74703,0,1,74703,74728,
36,1,1,36,74731,76710,76710,76947,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,0,6,37,77300,77545,77545,77991,0,6,1,0,0,0,0,0,0,0,77991,78091,0,1,78091,78101,
38,1,3,38,78104,80227,80227,80264,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,0,11,39,80617,80648,80648,80688,0,0,0,1,0,0,0,0,0,0,80688,80788,0,1,80788,80850,
40,0,2,40,80853,82676,82676,83161,0,12,1,0,0,0,0,0,0,0,83161,83261,0,1,83261,83282,
41,0,1,41,83285,86086,86086,86147,0,2,0,1,0,0,0,0,0,0,86147,86247,0,1,86247,86290,
42,1,3,42,86293,88421,88421,88427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,0,8,43,88780,88813,88813,88980,0,8,1,0,0,0,0,0,0,0,88980,89080,0,1,89080,89105,
44,0,11,44,89108,91087,91087,91272,0,2,0,1,0,0,0,0,0,0,91272,91372,0,1,91372,91404,
45,1,8,45,91407,93589,93589,93694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
46,0,6,46,94047,94312,94312,94348,0,4,1,0,0,0,0,0,0,0,94348,94448,0,1,94448,94460,
47,0,2,47,94463,96517,96517,96648,0,6,1,0,0,0,0,0,0,0,96648,96748,0,1,96748,96767,
48,0,7,48,96770,98920,98920,99054,0,4,0,1,0,0,0,0,0,0,99054,99154,0,1,99154,99173,
49,1,13,49,99176,101322,101322,101587,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,1,50,101940,102193,102193,102230,0,0,0,1,0,0,0,0,0,0,102230,102330,0,1,102330,102425,
51,0,10,51,102428,104452,104452,104485,0,0,1,0,0,0,0,0,0,0,104485,104585,0,1,104585,104595,
52,0,11,52,104598,106774,106774,106810,0,0,0,1,0,0,0,0,0,0,106810,106910,0,1,106910,106943,
53,1,9,53,106946,109031,109031,109040,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,0,3,54,109393,109411,109411,109706,0,2,0,1,0,0,0,0,0,0,109706,109806,0,1,109806,109908,
55,0,10,55,109911,111750,111750,111837,0,4,1,0,0,0,0,0,0,0,111837,111937,0,1,111937,111945,
56,0,3,56,111948,113773,113773,113975,0,2,0,1,0,0,0,0,0,0,113975,114075,0,1,114075,114114,
57,1,5,57,114117,116242,116242,116701,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0,5,58,117054,117059,117059,117102,0,2,0,1,0,0,0,0,0,0,117102,117202,0,1,117202,117287,
59,0,10,59,117290,119155,119155,119211,0,2,1,0,0,0,0,0,0,0,119211,119311,0,1,119311,119332,
60,1,5,60,119335,121360,121360,121496,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,1,11,61,121849,121861,121861,121880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,0,2,62,122233,122343,122343,122417,0,6,1,0,0,0,0,0,0,0,122417,122517,0,1,122517,122537,
63,0,8,63,122540,124369,124369,124475,0,4,1,0,0,0,0,0,0,0,124475,124575,0,1,124575,124587,
64,0,2,64,124590,126385,126385,126447,0,0,1,0,0,0,0,0,0,0,126447,126547,0,1,126547,126564,
65,0,10,65,126567,128233,128233,128297,0,2,1,0,0,0,0,0,0,0,128297,128397,0,1,128397,128413,
66,0,8,66,128416,130270,130270,130291,0,0,1,0,0,0,0,0,0,0,130291,130391,0,1,130391,130401,
67,0,4,67,130404,132203,132203,132273,0,2,1,0,0,0,0,0,0,0,132273,132373,0,1,132373,132389,
68,0,13,68,132392,134242,134242,134582,0,8,0,1,0,0,0,0,0,0,134582,134682,0,1,134682,134748,
69,0,11,69,134751,136532,136532,136565,0,0,0,1,0,0,0,0,0,0,136565,136665,0,1,136665,136697,
70,0,12,70,136700,138377,138377,138435,0,0,1,0,0,0,0,0,0,0,138435,138535,0,1,138535,138566,
71,0,4,71,138569,140380,140380,140498,0,0,1,0,0,0,0,0,0,0,140498,140598,0,1,140598,140644,
