STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,11-Dec-2019
Time,8:50
Box Index,1
ExptType,0
SessionRecord,47

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,84
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
164,
AutoControl,Index,3,
AC Comment,,T6_temp - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1-4)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,hz5_070,vt5_070,hz7_070,vt7_070,hz8_070,vt8_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
144,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,
Target,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,
W4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
ImageIndex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,
W5,4,4,4,4,4,0,0,4,0,4,4,0,4,4,0,4,4,4,4,0,0,4,0,4,0,4,4,0,0,4,0,0,0,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,0,4,4,4,0,4,4,4,4,4,0,4,0,4,0,4,4,0,4,4,4,4,0,0,4,4,4,4,4,4,0,4,0,4,0,0,4,4,4,4,0,4,4,4,0,4,0,4,4,4,4,4,0,4,4,4,0,4,4,0,4,0,0,0,4,4,4,0,4,0,4,4,4,0,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4,4,4,0,4,4,4,4,
ImageIndex,27,28,30,32,33,0,0,34,0,33,34,0,32,30,0,31,33,29,28,0,0,32,0,33,0,32,27,0,0,29,0,0,0,27,30,30,30,31,0,0,28,27,33,33,31,32,0,27,0,34,31,29,0,28,34,29,29,31,0,32,0,27,0,32,29,0,29,28,32,30,0,0,28,31,30,33,27,27,0,33,0,34,0,0,34,32,33,34,0,32,29,28,0,32,0,33,31,29,30,29,0,28,27,34,0,27,31,0,27,0,0,0,31,34,30,0,30,0,28,28,29,0,33,34,0,0,0,31,28,0,0,0,29,34,30,33,34,30,27,0,28,31,32,31,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,2,2,2,2,0,0,2,0,2,2,0,2,2,0,2,2,2,2,0,0,2,0,2,0,2,2,0,0,2,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,0,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,0,0,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,0,0,2,2,2,0,2,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,
ImageTableEnd

ToneList,13
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,
T1Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T1TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T1TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T1Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T1Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T1Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T1Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (11),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Count :-,Entry,Exit,
0,0,4,0,1003,1420,1420,1450,0,0,1,0,0,0,0,0,0,0,1450,1550,0,1,1550,1558,
1,0,2,1,1561,3835,3835,3875,0,0,1,0,0,0,0,0,0,0,3875,3975,0,1,3975,3995,
2,0,11,2,3998,5429,5429,5563,0,0,0,1,0,0,0,0,0,0,5563,5663,0,1,5663,5670,
3,0,17,3,5673,7421,7421,7651,0,4,0,1,0,0,0,0,0,0,7651,7751,0,1,7751,7867,
4,0,21,4,7870,9188,9188,9231,0,0,0,1,0,0,0,0,0,0,9231,9331,0,1,9331,9346,
5,0,7,5,9349,10919,10919,11159,0,2,0,1,0,0,0,0,0,0,11159,11259,0,1,11259,11323,
6,0,6,6,11326,13175,13175,13335,0,6,1,0,0,0,0,0,0,0,13335,13435,0,1,13435,13448,
7,0,23,7,13451,15000,15000,15101,0,0,0,1,0,0,0,0,0,0,15101,15201,0,1,15201,15219,
8,0,13,8,15222,17286,17286,17597,0,2,0,1,0,0,0,0,0,0,17597,17697,0,1,17697,18038,
9,1,21,9,18041,19417,19417,19514,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,23,10,19867,19920,19920,20172,0,0,0,1,0,0,0,0,0,0,20172,20272,0,1,20272,20439,
11,1,13,11,20442,22261,22261,22340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,0,17,12,22693,23159,23159,23240,0,4,0,1,0,0,0,0,0,0,23240,23340,0,1,23340,23362,
13,1,11,13,23365,25296,25296,25519,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0,6,14,25872,25886,25886,25914,0,0,1,0,0,0,0,0,0,0,25914,26014,0,1,26014,26026,
15,0,16,15,26029,27777,27777,27821,0,0,1,0,0,0,0,0,0,0,27821,27921,0,1,27921,27945,
16,0,22,16,27948,30655,30655,30700,0,2,1,0,0,0,0,0,0,0,30700,30800,0,1,30800,30831,
17,0,10,17,30834,32902,32902,32961,0,0,1,0,0,0,0,0,0,0,32961,33061,0,1,33061,33088,
18,0,2,18,33091,35590,35590,35624,0,0,1,0,0,0,0,0,0,0,35624,35724,0,1,35724,35754,
19,0,13,19,35757,37930,37930,38024,0,0,0,1,0,0,0,0,0,0,38024,38124,0,1,38124,38132,
20,1,13,20,38135,39681,39681,39749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,1,14,21,40102,40114,40114,40185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
22,0,12,22,40538,40672,40672,40747,0,4,1,0,0,0,0,0,0,0,40747,40847,0,1,40847,40853,
23,0,22,23,40856,42732,42732,42776,0,4,1,0,0,0,0,0,0,0,42776,42876,0,1,42876,42890,
24,1,1,24,42893,44791,44791,44997,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,1,17,25,45350,45424,45424,45431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,0,4,26,45784,45812,45812,45832,0,0,1,0,0,0,0,0,0,0,45832,45932,0,1,45932,45945,
27,0,12,27,45948,47636,47636,47646,0,0,1,0,0,0,0,0,0,0,47646,47746,0,1,47746,47778,
28,0,19,28,47781,49873,49873,50020,0,0,0,1,0,0,0,0,0,0,50020,50120,0,1,50120,50138,
29,0,10,29,50141,51809,51809,51817,0,0,1,0,0,0,0,0,0,0,51817,51917,0,1,51917,51934,
30,0,18,30,51937,53961,53961,54046,0,0,1,0,0,0,0,0,0,0,54046,54146,0,1,54146,54153,
31,0,19,31,54156,56284,56284,56325,0,0,0,1,0,0,0,0,0,0,56325,56425,0,1,56425,56563,
32,1,7,32,56566,58685,58685,58959,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,1,3,33,59312,59313,59313,59324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,0,8,34,59677,60485,60485,60494,0,0,1,0,0,0,0,0,0,0,60494,60594,0,1,60594,60595,
35,0,8,35,60598,62723,62723,62733,0,0,1,0,0,0,0,0,0,0,62733,62833,0,1,62833,62849,
36,0,8,36,62852,64737,64737,64898,0,0,1,0,0,0,0,0,0,0,64898,64998,0,1,64998,65004,
37,0,15,37,65007,66796,66796,66860,0,0,0,1,0,0,0,0,0,0,66860,66960,0,1,66960,67061,
38,1,13,38,67064,68996,68996,69026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,0,18,39,69379,69406,69406,69525,0,2,1,0,0,0,0,0,0,0,69525,69625,0,1,69625,69632,
40,1,2,40,69635,71680,71680,71755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
41,0,4,41,72108,72254,72254,72261,0,0,1,0,0,0,0,0,0,0,72261,72361,0,1,72361,72372,
42,0,22,42,72375,74178,74178,74271,0,0,1,0,0,0,0,0,0,0,74271,74371,0,1,74371,74378,
43,0,21,43,74381,76513,76513,76689,0,6,0,1,0,0,0,0,0,0,76689,76789,0,1,76789,76807,
44,1,15,44,76810,78859,78859,78891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,0,17,45,79244,79346,79346,79382,0,0,0,1,0,0,0,0,0,0,79382,79482,0,1,79482,79709,
46,0,6,46,79712,81683,81683,81741,0,4,1,0,0,0,0,0,0,0,81741,81841,0,1,81841,81848,
47,0,4,47,81851,83563,83563,83595,0,0,1,0,0,0,0,0,0,0,83595,83695,0,1,83695,83743,
48,0,19,48,83746,85673,85673,85745,0,0,0,1,0,0,0,0,0,0,85745,85845,0,1,85845,85895,
49,1,20,49,85898,87248,87248,87281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,16,50,87634,88527,88527,88555,0,0,1,0,0,0,0,0,0,0,88555,88655,0,1,88655,88748,
51,1,9,51,88751,90287,90287,90315,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,12,52,90668,90763,90763,90770,0,0,1,0,0,0,0,0,0,0,90770,90870,0,1,90870,90898,
53,1,5,53,90901,93576,93576,93657,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,1,23,54,94010,94729,94729,94766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,1,9,55,95119,95398,95398,95525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,0,10,56,95878,95984,95984,96063,0,0,1,0,0,0,0,0,0,0,96063,96163,0,1,96163,96186,
