STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,08-Nov-2019
Time,8:15
Box Index,1
ExptType,0
SessionRecord,14

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,106
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
225,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1,2)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
140,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
ImageIndex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,
ImageTableEnd

ToneList,13
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
T1Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T1TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T1TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T1Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T1Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T1Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T1Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (11),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Count :-,Entry,Exit,
0,0,0,0,1003,1271,1271,1407,0,6,1,0,0,0,0,0,0,0,1407,1507,0,1,1507,1532,
1,0,2,1,1535,4093,4093,4139,0,4,1,0,0,0,0,0,0,0,4139,4239,0,1,4239,4253,
2,0,8,2,4256,6167,6167,6231,0,2,1,0,0,0,0,0,0,0,6231,6331,0,1,6331,6354,
3,0,0,3,6357,7886,7886,7934,0,2,1,0,0,0,0,0,0,0,7934,8034,0,1,8034,8071,
4,1,13,4,8074,9796,9796,9829,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,0,5,10182,10309,10309,10360,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
6,0,12,6,10713,10770,10770,10818,0,4,1,0,0,0,0,0,0,0,10818,10918,0,1,10918,10938,
7,1,11,7,10941,12614,12614,12767,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0,10,8,13120,13153,13153,13200,0,4,1,0,0,0,0,0,0,0,13200,13300,0,1,13300,13334,
9,0,9,9,13337,15326,15326,15381,0,2,0,1,0,0,0,0,0,0,15381,15481,0,1,15481,15508,
10,1,11,10,15511,17509,17509,17549,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0,11,11,17902,17983,17983,18040,0,0,0,1,0,0,0,0,0,0,18040,18140,0,1,18140,18162,
12,0,13,12,18165,19844,19844,19913,0,2,0,1,0,0,0,0,0,0,19913,20013,0,1,20013,20026,
13,0,1,13,20029,22136,22136,22187,0,0,0,1,0,0,0,0,0,0,22187,22287,0,1,22287,22300,
14,0,6,14,22303,24564,24564,24631,0,2,1,0,0,0,0,0,0,0,24631,24731,0,1,24731,24746,
15,0,1,15,24749,26974,26974,27011,0,0,0,1,0,0,0,0,0,0,27011,27111,0,1,27111,27130,
16,1,7,16,27133,29174,29174,29207,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,4,17,29560,29560,29560,29819,0,10,1,0,0,0,0,0,0,0,29819,29919,0,1,29919,29979,
18,2,2,18,29982,34722,34722,35722,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,1,10,19,35725,36890,36890,36955,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
20,0,5,20,37308,37344,37344,37401,0,0,0,1,0,0,0,0,0,0,37401,37501,0,1,37501,37510,
21,0,12,21,37513,38875,38875,38979,0,6,1,0,0,0,0,0,0,0,38979,39079,0,1,39079,39106,
22,0,4,22,39109,40637,40637,40744,0,8,1,0,0,0,0,0,0,0,40744,40844,0,1,40844,40865,
23,1,8,23,40868,42310,42310,42337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
24,0,8,24,42690,42699,42699,42764,0,2,1,0,0,0,0,0,0,0,42764,42864,0,1,42864,42886,
25,0,7,25,42889,44273,44273,44310,0,0,0,1,0,0,0,0,0,0,44310,44410,0,1,44410,44441,
26,0,3,26,44444,45964,45964,45998,0,0,0,1,0,0,0,0,0,0,45998,46098,0,1,46098,46120,
27,0,1,27,46123,48184,48184,48225,0,2,0,1,0,0,0,0,0,0,48225,48325,0,1,48325,48367,
28,0,9,28,48370,50296,50296,50321,0,0,0,1,0,0,0,0,0,0,50321,50421,0,1,50421,50443,
29,0,9,29,50446,52038,52038,52246,0,2,0,1,0,0,0,0,0,0,52246,52346,0,1,52346,52405,
30,0,8,30,52408,54262,54262,54420,0,8,1,0,0,0,0,0,0,0,54420,54520,0,1,54520,54557,
31,0,6,31,54560,56222,56222,56324,0,4,1,0,0,0,0,0,0,0,56324,56424,0,1,56424,56450,
32,0,7,32,56453,58260,58260,58296,0,0,0,1,0,0,0,0,0,0,58296,58396,0,1,58396,58408,
33,0,6,33,58411,60264,60264,60403,0,2,1,0,0,0,0,0,0,0,60403,60503,0,1,60503,60538,
34,0,5,34,60541,62349,62349,62384,0,0,0,1,0,0,0,0,0,0,62384,62484,0,1,62484,62545,
35,0,2,35,62548,64395,64395,64502,0,2,1,0,0,0,0,0,0,0,64502,64602,0,1,64602,64622,
36,1,13,36,64625,66584,66584,66687,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,0,10,37,67040,67200,67200,67251,0,6,1,0,0,0,0,0,0,0,67251,67351,0,1,67351,67394,
38,0,9,38,67397,68996,68996,69028,0,2,0,1,0,0,0,0,0,0,69028,69128,0,1,69128,69147,
39,0,5,39,69150,70865,70865,70955,0,0,0,1,0,0,0,0,0,0,70955,71055,0,1,71055,71074,
40,0,4,40,71077,72670,72670,72862,0,0,1,0,0,0,0,0,0,0,72862,72962,0,1,72962,72974,
41,0,7,41,72977,74568,74568,74599,0,0,0,1,0,0,0,0,0,0,74599,74699,0,1,74699,74724,
42,0,2,42,74727,76089,76089,76265,0,6,1,0,0,0,0,0,0,0,76265,76365,0,1,76365,76410,
43,0,12,43,76413,78114,78114,78226,0,6,1,0,0,0,0,0,0,0,78226,78326,0,1,78326,78344,
44,0,1,44,78347,80078,80078,80165,0,0,0,1,0,0,0,0,0,0,80165,80265,0,1,80265,80278,
45,0,13,45,80281,90715,90715,90828,0,0,0,1,0,0,0,0,0,0,90828,90928,0,1,90928,90958,
46,1,8,46,90961,92304,92304,92327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
47,0,5,47,92680,92680,92680,92758,0,0,0,1,0,0,0,0,0,0,92758,92858,0,1,92858,92897,
48,0,7,48,92900,94164,94164,94264,0,2,0,1,0,0,0,0,0,0,94264,94364,0,1,94364,94389,
49,0,4,49,94392,95945,95945,96096,0,10,1,0,0,0,0,0,0,0,96096,96196,0,1,96196,96210,
50,0,12,50,96213,97537,97537,97621,0,8,1,0,0,0,0,0,0,0,97621,97721,0,1,97721,97730,
51,0,6,51,97733,99131,99131,99170,0,6,1,0,0,0,0,0,0,0,99170,99270,0,1,99270,99301,
52,0,2,52,99304,100794,100794,100923,0,4,1,0,0,0,0,0,0,0,100923,101023,0,1,101023,101038,
53,0,10,53,101041,102562,102562,102699,0,4,1,0,0,0,0,0,0,0,102699,102799,0,1,102799,102822,
54,0,2,54,102825,104306,104306,104414,0,4,1,0,0,0,0,0,0,0,104414,104514,0,1,104514,104525,
55,1,4,55,104528,106054,106054,106098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
56,0,2,56,106451,106508,106508,106576,0,2,1,0,0,0,0,0,0,0,106576,106676,0,1,106676,106695,
57,0,11,57,106698,108294,108294,108322,0,0,0,1,0,0,0,0,0,0,108322,108422,0,1,108422,108435,
58,0,11,58,108438,109901,109901,109965,0,0,0,1,0,0,0,0,0,0,109965,110065,0,1,110065,110084,
59,0,12,59,110087,112033,112033,112084,0,2,1,0,0,0,0,0,0,0,112084,112184,0,1,112184,112189,
60,0,3,60,112192,113680,113680,113720,0,0,0,1,0,0,0,0,0,0,113720,113820,0,1,113820,113833,
61,0,10,61,113836,115521,115521,115840,0,8,1,0,0,0,0,0,0,0,115840,115940,0,1,115940,115953,
62,0,11,62,115956,117623,117623,117657,0,0,0,1,0,0,0,0,0,0,117657,117757,0,1,117757,117773,
63,0,6,63,117776,119243,119243,119315,0,2,1,0,0,0,0,0,0,0,119315,119415,0,1,119415,119419,
64,0,10,64,119422,120961,120961,121142,0,2,1,0,0,0,0,0,0,0,121142,121242,0,1,121242,121261,
65,0,7,65,121264,122741,122741,122775,0,0,0,1,0,0,0,0,0,0,122775,122875,0,1,122875,122886,
66,0,12,66,122889,124703,124703,124764,0,2,1,0,0,0,0,0,0,0,124764,124864,0,1,124864,124874,
67,0,13,67,124877,126559,126559,126606,0,0,0,1,0,0,0,0,0,0,126606,126706,0,1,126706,126716,
68,1,10,68,126719,128159,128159,128195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
69,0,0,69,128548,128573,128573,128666,0,4,1,0,0,0,0,0,0,0,128666,128766,0,1,128766,128839,
70,0,6,70,128842,130239,130239,130392,0,8,1,0,0,0,0,0,0,0,130392,130492,0,1,130492,130506,
71,0,9,71,130509,131967,131967,132060,0,2,0,1,0,0,0,0,0,0,132060,132160,0,1,132160,132183,
72,0,4,72,132186,133622,133622,133785,0,4,1,0,0,0,0,0,0,0,133785,133885,0,1,133885,133907,
73,0,13,73,133910,135210,135210,135312,0,0,0,1,0,0,0,0,0,0,135312,135412,0,1,135412,135470,
74,0,7,74,135473,136704,136704,136802,0,6,0,1,0,0,0,0,0,0,136802,136902,0,1,136902,136909,
75,1,13,75,136912,138662,138662,138744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,0,1,76,139097,139200,139200,139253,0,0,0,1,0,0,0,0,0,0,139253,139353,0,1,139353,139371,
77,0,8,77,139374,140870,140870,140944,0,4,1,0,0,0,0,0,0,0,140944,141044,0,1,141044,141061,
78,0,12,78,141064,142401,142401,142521,0,4,1,0,0,0,0,0,0,0,142521,142621,0,1,142621,142622,
79,0,3,79,142625,144060,144060,144091,0,0,0,1,0,0,0,0,0,0,144091,144191,0,1,144191,144211,
80,0,13,80,144214,145628,145628,145707,0,2,0,1,0,0,0,0,0,0,145707,145807,0,1,145807,145824,
81,0,13,81,145827,147133,147133,147172,0,0,0,1,0,0,0,0,0,0,147172,147272,0,1,147272,147297,
82,0,3,82,147300,148718,148718,148752,0,0,0,1,0,0,0,0,0,0,148752,148852,0,1,148852,148866,
83,0,7,83,148869,150235,150235,150285,0,0,0,1,0,0,0,0,0,0,150285,150385,0,1,150385,150417,
84,0,9,84,150420,152002,152002,152046,0,0,0,1,0,0,0,0,0,0,152046,152146,0,1,152146,152165,
85,0,5,85,152168,153616,153616,153660,0,2,0,1,0,0,0,0,0,0,153660,153760,0,1,153760,153803,
86,0,11,86,153806,155127,155127,155222,0,2,0,1,0,0,0,0,0,0,155222,155322,0,1,155322,155336,
87,0,3,87,155339,156965,156965,156998,0,0,0,1,0,0,0,0,0,0,156998,157098,0,1,157098,157115,
88,0,2,88,157118,158669,158669,159074,0,8,1,0,0,0,0,0,0,0,159074,159174,0,1,159174,159501,
89,0,11,89,159504,160763,160763,160794,0,0,0,1,0,0,0,0,0,0,160794,160894,0,1,160894,160920,
90,0,1,90,160923,162678,162678,162709,0,2,0,1,0,0,0,0,0,0,162709,162809,0,1,162809,162866,
91,0,11,91,162869,164182,164182,164209,0,0,0,1,0,0,0,0,0,0,164209,164309,0,1,164309,164324,
92,0,2,92,164327,165791,165791,165997,0,10,1,0,0,0,0,0,0,0,165997,166097,0,1,166097,166112,
93,1,0,93,166115,167599,167599,167696,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
94,1,1,94,168049,168120,168120,168147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,1,3,95,168500,168624,168624,168668,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,0,10,96,169021,169114,169114,169289,0,4,1,0,0,0,0,0,0,0,169289,169389,0,1,169389,169441,
