STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,10-Nov-2019
Time,8:17
Box Index,1
ExptType,0
SessionRecord,16

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,109
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
269,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1,2)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
140,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
ImageIndex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
ImageXPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImageYPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Target,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,
ImageTableEnd

ToneList,13
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
T1Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T1TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T1TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T1Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T1Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T1Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T1Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T1ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (11),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Count :-,Entry,Exit,
0,0,12,0,1003,1552,1552,1623,0,4,1,0,0,0,0,0,0,0,1623,1723,1,0,0,0,
1,0,12,1,1726,3682,3682,3742,0,2,1,0,0,0,0,0,0,0,3742,3842,0,1,3842,3844,
2,1,3,2,3847,5430,5430,5487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0,4,3,5840,6106,6106,6282,0,6,1,0,0,0,0,0,0,0,6282,6382,0,1,6382,6396,
4,0,2,4,6399,8133,8133,8203,0,2,1,0,0,0,0,0,0,0,8203,8303,0,1,8303,8312,
5,0,8,5,8315,10367,10367,10479,0,6,1,0,0,0,0,0,0,0,10479,10579,0,1,10579,10616,
6,0,4,6,10619,12374,12374,12438,0,2,1,0,0,0,0,0,0,0,12438,12538,0,1,12538,12594,
7,0,4,7,12597,14529,14529,14741,0,4,1,0,0,0,0,0,0,0,14741,14841,0,1,14841,14853,
8,1,13,8,14856,16308,16308,16318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0,0,9,16671,16790,16790,16980,0,8,1,0,0,0,0,0,0,0,16980,17080,0,1,17080,17100,
10,0,4,10,17103,18739,18739,18774,0,0,1,0,0,0,0,0,0,0,18774,18874,0,1,18874,18918,
11,0,4,11,18921,20562,20562,20644,0,2,1,0,0,0,0,0,0,0,20644,20744,0,1,20744,20749,
12,0,9,12,20752,22352,22352,22410,0,0,0,1,0,0,0,0,0,0,22410,22510,0,1,22510,22513,
13,1,11,13,22516,24324,24324,24378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0,7,14,24731,24892,24892,24993,0,0,0,1,0,0,0,0,0,0,24993,25093,0,1,25093,25107,
15,1,13,15,25110,26672,26672,27591,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,11,16,27944,27969,27969,28026,0,0,0,1,0,0,0,0,0,0,28026,28126,0,1,28126,28157,
17,1,13,17,28160,29920,29920,30501,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,0,8,18,30854,31064,31064,31146,0,8,1,0,0,0,0,0,0,0,31146,31244,1,0,0,0,
19,0,6,19,31247,33108,33108,33163,0,8,1,0,0,0,0,0,0,0,33163,33263,0,1,33263,33275,
20,1,11,20,33278,34837,34837,34868,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,0,12,21,35221,35258,35258,35371,0,6,1,0,0,0,0,0,0,0,35371,35471,0,1,35471,35490,
22,0,12,22,35493,37534,37534,37613,0,2,1,0,0,0,0,0,0,0,37613,37713,0,1,37713,37715,
23,0,10,23,37718,39328,39328,39668,0,8,1,0,0,0,0,0,0,0,39668,39768,0,1,39768,39796,
24,0,12,24,39799,41640,41640,41708,0,4,1,0,0,0,0,0,0,0,41708,41808,0,1,41808,41821,
25,0,0,25,41824,43424,43424,43600,0,6,1,0,0,0,0,0,0,0,43600,43700,0,1,43700,43719,
26,0,10,26,43722,45537,45537,45609,0,4,1,0,0,0,0,0,0,0,45609,45709,0,1,45709,45719,
27,1,5,27,45722,47646,47646,47759,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,0,3,28,48112,48188,48188,48270,0,4,0,1,0,0,0,0,0,0,48270,48370,0,1,48370,48470,
29,0,0,29,48473,50532,50532,50688,0,6,1,0,0,0,0,0,0,0,50688,50788,0,1,50788,50800,
30,1,3,30,50803,52511,52511,52553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,0,9,31,52906,52913,52913,52988,0,2,0,1,0,0,0,0,0,0,52988,53088,0,1,53088,53096,
32,0,0,32,53099,54825,54825,54882,0,6,1,0,0,0,0,0,0,0,54882,54982,0,1,54982,54994,
33,0,8,33,54997,56922,56922,56951,0,0,1,0,0,0,0,0,0,0,56951,57051,0,1,57051,57068,
34,0,6,34,57071,59014,59014,59132,0,6,1,0,0,0,0,0,0,0,59132,59232,0,1,59232,59236,
35,1,1,35,59239,60883,60883,61253,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,0,1,36,61606,61633,61633,61706,0,4,0,1,0,0,0,0,0,0,61706,61806,0,1,61806,61817,
37,1,7,37,61820,63527,63527,63651,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,0,10,38,64004,64022,64022,64246,0,2,1,0,0,0,0,0,0,0,64246,64346,0,1,64346,64350,
39,0,2,39,64353,66386,66386,66505,0,6,1,0,0,0,0,0,0,0,66505,66605,0,1,66605,66607,
40,0,0,40,66610,68532,68532,68552,0,0,1,0,0,0,0,0,0,0,68552,68652,0,1,68652,68655,
41,0,5,41,68658,70771,70771,70814,0,0,0,1,0,0,0,0,0,0,70814,70914,0,1,70914,70918,
42,0,6,42,70921,72712,72712,72860,0,4,1,0,0,0,0,0,0,0,72860,72960,0,1,72960,72993,
43,0,9,43,72996,74633,74633,74725,0,4,0,1,0,0,0,0,0,0,74725,74825,1,0,0,0,
44,0,10,44,74828,76335,76335,76427,0,2,1,0,0,0,0,0,0,0,76427,76527,0,1,76527,76534,
45,0,11,45,76537,78134,78134,78249,0,2,0,1,0,0,0,0,0,0,78249,78349,0,1,78349,78379,
46,1,7,46,78382,80032,80032,80174,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,0,5,47,80527,80985,80985,81039,0,0,0,1,0,0,0,0,0,0,81039,81139,0,1,81139,81148,
48,0,10,48,81151,82775,82775,82903,0,4,1,0,0,0,0,0,0,0,82903,83003,0,1,83003,83019,
49,0,2,49,83022,84578,84578,84655,0,2,1,0,0,0,0,0,0,0,84655,84755,0,1,84755,84761,
50,0,13,50,84764,86323,86323,86382,0,4,0,1,0,0,0,0,0,0,86382,86482,0,1,86482,86497,
51,0,0,51,86500,87937,87937,88026,0,4,1,0,0,0,0,0,0,0,88026,88126,0,1,88126,88131,
52,0,6,52,88134,89835,89835,89894,0,0,1,0,0,0,0,0,0,0,89894,89994,0,1,89994,90013,
53,0,13,53,90016,91670,91670,92233,0,16,0,1,0,0,0,0,0,0,92233,92333,0,1,92333,92404,
54,0,7,54,92407,93897,93897,94108,0,6,0,1,0,0,0,0,0,0,94108,94208,0,1,94208,94223,
55,0,2,55,94226,95665,95665,95725,0,2,1,0,0,0,0,0,0,0,95725,95825,0,1,95825,95833,
56,1,1,56,95836,97228,97228,97453,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,1,9,57,97806,97896,97896,97966,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0,3,58,98319,98510,98510,98561,0,2,0,1,0,0,0,0,0,0,98561,98661,0,1,98661,98665,
59,0,8,59,98668,100011,100011,100048,0,2,1,0,0,0,0,0,0,0,100048,100148,0,1,100148,100160,
60,1,13,60,100163,101590,101590,101728,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,0,6,61,102081,102158,102158,102289,0,6,1,0,0,0,0,0,0,0,102289,102389,0,1,102389,102393,
62,0,2,62,102396,103655,103655,103728,0,4,1,0,0,0,0,0,0,0,103728,103828,0,1,103828,103867,
63,0,0,63,103870,105322,105322,105490,0,8,1,0,0,0,0,0,0,0,105490,105590,0,1,105590,105595,
64,0,6,64,105598,107079,107079,107152,0,0,1,0,0,0,0,0,0,0,107152,107252,0,1,107252,107254,
65,0,6,65,107257,108823,108823,108884,0,2,1,0,0,0,0,0,0,0,108884,108978,1,0,0,0,
66,0,7,66,108981,110878,110878,111048,0,6,0,1,0,0,0,0,0,0,111048,111148,0,1,111148,111157,
67,0,13,67,111160,112751,112751,112814,0,0,0,1,0,0,0,0,0,0,112814,112914,0,1,112914,112916,
68,0,4,68,112919,114851,114851,115151,0,10,1,0,0,0,0,0,0,0,115151,115251,0,1,115251,115276,
69,1,9,69,115279,116719,116719,116809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,0,12,70,117162,117309,117309,117375,0,4,1,0,0,0,0,0,0,0,117375,117475,0,1,117475,117507,
71,0,6,71,117510,118778,118778,118839,0,2,1,0,0,0,0,0,0,0,118839,118935,1,0,0,0,
72,0,2,72,118938,120423,120423,120490,0,2,1,0,0,0,0,0,0,0,120490,120590,0,1,120590,120593,
73,0,5,73,120596,122193,122193,122263,0,2,0,1,0,0,0,0,0,0,122263,122363,0,1,122363,122377,
74,0,8,74,122380,123878,123878,123988,0,6,1,0,0,0,0,0,0,0,123988,124083,1,0,0,0,
75,0,12,75,124086,125698,125698,125807,0,2,1,0,0,0,0,0,0,0,125807,125907,0,1,125907,125911,
76,0,13,76,125914,127529,127529,127686,0,4,0,1,0,0,0,0,0,0,127686,127786,0,1,127786,127793,
77,0,3,77,127796,129334,129334,129518,0,2,0,1,0,0,0,0,0,0,129518,129618,0,1,129618,129620,
78,0,9,78,129623,131372,131372,131452,0,0,0,1,0,0,0,0,0,0,131452,131552,0,1,131552,131568,
79,0,1,79,131571,133219,133219,133414,0,0,0,1,0,0,0,0,0,0,133414,133514,0,1,133514,133571,
80,0,8,80,133574,135072,135072,135154,0,4,1,0,0,0,0,0,0,0,135154,135254,0,1,135254,135258,
81,0,5,81,135261,137033,137033,137150,0,0,0,1,0,0,0,0,0,0,137150,137250,0,1,137250,137251,
82,1,0,82,137254,138945,138945,139049,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
83,0,11,83,139402,139588,139588,139630,0,2,0,1,0,0,0,0,0,0,139630,139730,0,1,139730,139754,
84,0,2,84,139757,141607,141607,141704,0,4,1,0,0,0,0,0,0,0,141704,141804,0,1,141804,141815,
85,0,5,85,141818,143443,143443,143548,0,2,0,1,0,0,0,0,0,0,143548,143648,0,1,143648,143663,
86,0,8,86,143666,145099,145099,145216,0,4,1,0,0,0,0,0,0,0,145216,145316,0,1,145316,145353,
87,0,3,87,145356,146728,146728,147110,0,6,0,1,0,0,0,0,0,0,147110,147210,0,1,147210,147247,
88,0,2,88,147250,148479,148479,148546,0,0,1,0,0,0,0,0,0,0,148546,148645,1,0,0,0,
89,0,5,89,148648,150248,150248,150322,0,0,0,1,0,0,0,0,0,0,150322,150422,0,1,150422,150448,
90,0,4,90,150451,151979,151979,152041,0,2,1,0,0,0,0,0,0,0,152041,152141,0,1,152141,152151,
91,0,10,91,152154,153639,153639,153786,0,8,1,0,0,0,0,0,0,0,153786,153886,0,1,153886,153897,
92,0,8,92,153900,155481,155481,155526,0,0,1,0,0,0,0,0,0,0,155526,155626,0,1,155626,155652,
93,0,12,93,155655,157163,157163,157214,0,2,1,0,0,0,0,0,0,0,157214,157314,0,1,157314,157541,
94,0,4,94,157544,159017,159017,159068,0,2,1,0,0,0,0,0,0,0,159068,159168,0,1,159168,159171,
95,1,1,95,159174,160549,160549,160594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,1,10,96,160947,160990,160990,161044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
