scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3
coords,x,y,x,y,x,y
labeled-data\camera-1-motion_01\img0019.png,,,,,,
labeled-data\camera-1-motion_01\img0047.png,413.63662342375034,214.96221536786715,436.4979134536878,310.7619069218906,293.8870089812211,389.1434727388188
labeled-data\camera-1-motion_01\img0326.png,437.58890282385295,159.06731288939233,551.2376608139815,205.6091852091593,519.8489562262317,314.9284667044259
labeled-data\camera-1-motion_01\img0997.png,619.4269156080587,239.16262804434018,623.7563921029208,353.89375515818426,431.0946880815599,411.25931871510636
labeled-data\camera-1-motion_01\img1261.png,584.7911036491624,143.91414515737517,455.98917792701667,299.7752989724088,224.36218545189735,359.3056007767618
labeled-data\camera-1-motion_01\img1844.png,592.3676875151709,236.99788979690913,500.3663119993526,385.28245974593415,281.7277490088194,393.9414127356582
labeled-data\camera-1-motion_01\img1913.png,598.8619022574641,203.44444696172832,518.7665871025163,349.5642786633223,336.92857431831044,370.12929201391694
labeled-data\camera-1-motion_01\img2078.png,595.6147948863176,253.2334266526418,539.3316004531109,374.45876850877903,350.9993729266121,385.28245974593415
labeled-data\camera-1-train_01\img004.png,566.0452236233332,128.96021954095977,580.1974507847231,216.05084822643562,443.0297106050985,272.6597568719949
labeled-data\camera-1-train_01\img014.png,564.593715413227,128.420801959539,583.023362514742,210.8121654721944,448.59534836251476,265.01700988841503
labeled-data\camera-1-train_01\img062.png,564.593715413227,130.58899573618783,586.2756531797153,212.98035924884323,446.427154585866,266.1011067767394
labeled-data\camera-1-train_01\img078.png,566.7619091898758,132.75718951283665,588.443846956364,210.8121654721944,447.51125147419043,272.60568810668593
labeled-data\camera-1-train_01\img080.png,565.6778123015514,130.58899573618783,588.443846956364,217.31674680214087,451.84763902748807,265.01700988841503
labeled-data\camera-1-train_01\img110.png,564.593715413227,137.0935770661343,586.2756531797153,215.14855302549205,450.76354213916363,269.3533974417127
labeled-data\camera-1-train_01\img115.png,563.5096185249025,131.67309262451226,588.443846956364,212.98035924884323,450.76354213916363,265.01700988841503
labeled-data\camera-1-train_01\img125.png,566.7619091898758,136.0094801778099,593.8643313979861,218.40084369046525,445.34305769754155,271.5215912183615
