scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,objectA,objectA
coords,x,y,x,y,x,y,x,y
labeled-data\c_13817_393\img0001.png,516.5903794805406,322.98041103649166,592.7130431264667,403.45294117647063,416.54345011732346,425.2022736467352,,
labeled-data\c_13817_393\img0051.png,236.66234370483926,301.86837277102666,416.71939536549496,370.385657916232,255.7834465360594,445.2766440051773,,
labeled-data\c_13817_393\img0239.png,190.4530118627241,300.27494753509166,384.8508906467948,335.3303027256618,206.38726422207412,430.9358168817622,,
labeled-data\c_13817_393\img0268.png,254.19002130012439,238.13136333362638,448.5879000841951,293.90124659135165,244.62946988451426,368.79223268029693,,
labeled-data\c_13817_393\img0361.png,322.70730644532966,214.22998479460125,501.17093287005036,282.7472699398066,294.02565219849953,330.5500270178568,,
labeled-data\c_13817_393\img0411.png,317.92703073752455,223.79053621021137,,,340.2349840406147,311.4289241866367,,
labeled-data\c_13817_393\img0528.png,300.39935314223953,155.27325106500598,351.3889606921597,226.97738668208132,207.98068945800912,249.28533998517145,,
labeled-data\c_13817_393\img0765.png,244.62946988451426,242.91163904143139,507.54463381379037,217.41683526647125,341.8284092765497,300.27494753509166,,
labeled-data\c_13817_393\img0899.png,,,,,,,,
labeled-data\c_13817_393\img1121.png,241.44261941264426,354.4514055568819,520.2920357012704,333.7368774897268,373.6969139952498,464.3977468363974,,
labeled-data\c_13817_393\img1243.png,260.5637222438644,233.35108762582138,407.15884394988495,258.84589140078145,222.32151658142425,316.2091998944417,,
labeled-data\c_13817_393\img1422.png,268.5308484235394,199.88915767118624,,,359.3560868718348,250.87876522110645,,
labeled-data\c_13817_393\img1701.png,,,375.2903392311848,193.51545672744624,215.94781563768413,228.57081191801637,,
labeled-data\c_13817_393\img2027.png,174.51875950337399,279.5604194679366,348.2021102202897,316.2091998944417,182.485885683049,373.572508388102,,
labeled-data\c_13817_393\img2171.png,294.02565219849953,219.01026050240625,349.7955354562247,322.58290083818173,206.38726422207412,375.165933624037,,
